GeneID,gene_type,locus,strand,sex-linked,avg ICRA,avg UCRA,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
LOC115948951,mRNA,NW_005054647.1:16426-23546,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115948952,mRNA,NW_005054647.1:11774-15593,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115948954,lnc_RNA,NW_005054648.1:165239-166641,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC115948955,lnc_RNA,NW_005054648.1:124882-126091,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115948969,mRNA,NW_005054657.1:121920-127741,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115948970,mRNA,NW_005054659.1:272586-273539,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115948972,lnc_RNA,NW_005054301.1:11078549-11099068,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115948990,lnc_RNA,NW_005054662.1:120175-120785,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115948991,mRNA,NW_005054664.1:183543-185098,-,-,0,0,-3.321928095,0,0,0.953556705,NA,no,0,0,0
LOC115948992,mRNA,NW_005054664.1:221137-221824,-,-,0,0,-3.321928095,0,0,0.978292401,NA,no,0,0,0
LOC115948994,mRNA,NW_005054666.1:114445-139421,-,-,0,0,-3.321928095,0,0,0.980119132,NA,no,0,0,0
LOC115948998,lnc_RNA,NW_005054668.1:215114-216210,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949001,snoRNA,NW_005054671.1:15474-15550,-,-,0,0,-3.321928095,0,0,0.970081422,NA,no,0,0,0
LOC115949010,mRNA,NW_005054678.1:159574-164598,-,-,0,0,-3.321928095,0,0,0.813659741,NA,no,0,0,0
LOC115949015,pseudogene,NW_005054678.1:107314-112042,+,-,0,0,-3.321928095,0,0,0.980119132,NA,no,0,0,0
LOC115949022,pseudogene,NW_005054686.1:46725-51647,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949037,mRNA,NW_005054710.1:139381-139689,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949039,mRNA,NW_005054714.1:6329-13169,+,-,0,0,-3.321928095,0,0,0.980119132,NA,no,0,0,0
LOC115949041,mRNA,NW_005054714.1:2019-6167,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949047,snoRNA,NW_005054722.1:80361-80432,+,-,0,0,-3.321928095,0,0,0.855504394,NA,no,0,0,0
LOC115949051,lnc_RNA,NW_005054724.1:128451-129425,-,-,0,0,-3.321928095,0,0,0.931938031,NA,no,0,0,0
LOC115949052,mRNA,NW_005054725.1:60404-66236,-,-,0,0,-3.321928095,0,0,0.818681647,NA,no,0,0,0
LOC115949061,lnc_RNA,NW_005054732.1:128493-131376,+,-,0,0,-3.321928095,0,0,0.870570028,NA,no,0,0,0
LOC115949084,lnc_RNA,NW_005054301.1:13283602-13291786,-,-,0,0,-3.321928095,0,0,0.680771407,NA,no,0,0,0
LOC115949086,lnc_RNA,NW_005054754.1:7312-11452,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949092,snoRNA,NW_005054760.1:81402-81484,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949093,lnc_RNA,NW_005054301.1:7629433-7647857,+,-,0,0,-3.321928095,0,0,0.822503281,NA,no,0,0,0
LOC115949100,mRNA,NW_005054768.1:804-7203,-,-,0,0,-3.321928095,0,0,0.571864664,NA,no,0,0,0
LOC115949122,lnc_RNA,NW_005054783.1:47633-50674,+,-,0,0,-3.321928095,0,0,0.925167136,NA,no,0,0,0
LOC115949133,mRNA,NW_005054791.1:786-10881,-,-,0,0,-3.321928095,0,0,0.770293543,NA,no,0,0,0
LOC115949142,mRNA,NW_005054807.1:27112-27503,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949143,mRNA,NW_005054807.1:3557-12119,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949144,mRNA,NW_005054807.1:70653-71007,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949145,mRNA,NW_005054809.1:53870-62304,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC115949156,mRNA,NW_005054827.1:4948-10119,-,-,0,0,-3.321928095,0,0,0.90995638,NA,no,0,0,0
LOC115949157,snoRNA,NW_005054830.1:58572-58708,-,+,0,0,-3.321928095,0,0,0.925168573,NA,no,0,0,0
LOC115949158,mRNA,NW_005054838.1:2178-35855,+,-,0,0,-3.321928095,0,0,0.983015362,NA,no,0,0,0
LOC115949160,mRNA,NW_005054854.1:33686-43006,+,-,0,0,-3.321928095,0,0,0.980119132,NA,no,0,0,0
LOC115949162,mRNA,NW_005054856.1:34808-48117,+,-,0,0,-3.321928095,0,0,0.712154831,NA,no,0,0,0
LOC115949183,snoRNA,NW_005054952.1:15478-15549,+,+,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949184,snoRNA,NW_005054952.1:14912-14981,+,+,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949185,snoRNA,NW_005054952.1:12471-12539,+,+,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC115949202,pseudogene,NW_005055050.1:21088-24047,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949203,mRNA,NW_005055051.1:1108-22192,-,-,0,0,-3.321928095,0,0,0.870571453,NA,no,0,0,0
LOC115949208,mRNA,NW_005055065.1:20845-25551,+,-,0,0,-3.321928095,0,0,0.855504868,NA,no,0,0,0
LOC115949218,mRNA,NW_005055098.1:4073-7528,-,-,0,0,-3.321928095,0,0,0.980119132,NA,no,0,0,0
LOC115949231,mRNA,NW_005055145.1:744-6215,-,-,0,0,-3.321928095,0,0,0.722852751,NA,no,0,0,0
LOC115949239,mRNA,NW_005055201.1:3445-14711,+,-,0,0,-3.321928095,0,0,0.978558027,NA,no,0,0,0
LOC115949240,mRNA,NW_005055201.1:16379-17818,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949241,mRNA,NW_005055202.1:12259-13003,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949255,mRNA,NW_005055260.1:5912-13719,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949271,mRNA,NW_005055325.1:3770-6976,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949275,mRNA,NW_005055347.1:10601-12731,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949287,rRNA,NW_005055419.1:2134-2286,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC115949290,mRNA,NW_005055448.1:537-5501,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC115949293,mRNA,NW_005055477.1:3457-9651,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949305,lnc_RNA,NW_005055563.1:2687-3857,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC115949310,mRNA,NW_005055654.1:1914-6908,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949312,lnc_RNA,NW_005055658.1:1-6901,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949313,lnc_RNA,NW_005055668.1:3111-6682,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949319,lnc_RNA,NW_005055742.1:3384-5981,-,-,0,0,-3.321928095,0,0,0.90995638,NA,no,0,0,0
LOC115949320,mRNA,NW_005055776.1:44-5960,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949333,mRNA,NW_005055872.1:409-5046,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949335,mRNA,NW_005055906.1:7-733,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC115949337,mRNA,NW_005055992.1:565-4679,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC115949340,mRNA,NW_005056055.1:2358-4394,+,-,0,0,-3.321928095,0,0,0.884712974,NA,no,0,0,0
LOC115949342,mRNA,NW_005056084.1:1443-4280,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949343,mRNA,NW_005056147.1:342-3585,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949346,mRNA,NW_005056247.1:7-3212,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949353,mRNA,NW_005056372.1:14-3511,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949356,lnc_RNA,NW_005056442.1:642-3086,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC115949360,mRNA,NW_005056499.1:438-2185,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949361,mRNA,NW_005056511.1:521-3102,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949363,mRNA,NW_005056555.1:403-2620,-,-,0,0,-3.321928095,0,0,0.909955902,NA,no,0,0,0
LOC115949366,mRNA,NW_005056642.1:462-2089,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC115949369,mRNA,NW_005056718.1:1427-2678,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC115949370,mRNA,NW_005056843.1:364-1291,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949371,mRNA,NW_005056878.1:283-773,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949373,mRNA,NW_005056929.1:658-2716,+,-,0,0,-3.321928095,0,0,0.891338116,NA,no,0,0,0
LOC115949378,lnc_RNA,NW_005057026.1:1355-2558,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949381,mRNA,NW_005057227.1:1226-2601,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC115949384,mRNA,NW_005057345.1:800-2531,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949385,lnc_RNA,NW_005057347.1:453-1783,-,-,0,0,-3.321928095,0,0,0.980120094,NA,no,0,0,0
LOC115949386,mRNA,NW_005057474.1:25-1813,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949389,mRNA,NW_005057553.1:278-1679,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC115949391,lnc_RNA,NW_005057686.1:337-2283,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949394,mRNA,NW_005057743.1:798-2213,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949397,mRNA,NW_005057867.1:454-1878,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949398,mRNA,NW_005057879.1:588-1987,-,-,0,0,-3.321928095,0,0,0.797283986,NA,no,0,0,0
LOC115949402,mRNA,NW_005058195.1:293-1772,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949403,mRNA,NW_005058204.1:784-1555,-,-,0,0,-3.321928095,0,0,0.964835773,NA,no,0,0,0
LOC115949407,mRNA,NW_005058499.1:754-1432,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949408,mRNA,NW_005058517.1:130-1613,-,-,0,0,-3.321928095,0,0,0.863897389,NA,no,0,0,0
LOC115949411,mRNA,NW_005058536.1:281-1766,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949414,mRNA,NW_005058812.1:83-1190,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949415,lnc_RNA,NW_005058816.1:74-785,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949416,mRNA,NW_005059045.1:512-1672,+,-,0,0,-3.321928095,0,0,0.968359027,NA,no,0,0,0
LOC115949417,lnc_RNA,NW_005059166.1:347-1580,+,-,0,0,-3.321928095,0,0,0.90995638,NA,no,0,0,0
LOC115949418,mRNA,NW_005059356.1:10-1384,-,-,0,0,-3.321928095,0,0,0.909957337,NA,no,0,0,0
LOC115949422,mRNA,NW_005059556.1:342-1308,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949423,mRNA,NW_005059701.1:455-1360,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949424,lnc_RNA,NW_005059716.1:434-1388,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949426,lnc_RNA,NW_005059724.1:3-1486,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949433,mRNA,NW_005060299.1:120-1083,-,-,0,0,-3.321928095,0,0,0.855504868,NA,no,0,0,0
LOC115949434,mRNA,NW_005060553.1:263-1282,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949437,snoRNA,NW_005060872.1:132-270,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949439,mRNA,NW_005060922.1:217-652,-,-,0,0,-3.321928095,0,0,0.897291853,NA,no,0,0,0
LOC115949442,lnc_RNA,NW_005061160.1:462-1204,+,-,0,0,-3.321928095,0,0,0.980119613,NA,no,0,0,0
LOC115949448,snoRNA,NW_005062015.1:541-629,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949450,lnc_RNA,NW_005062196.1:2-978,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949451,mRNA,NW_005062263.1:14-795,-,-,0,0,-3.321928095,0,0,0.855506288,NA,no,0,0,0
LOC115949453,lnc_RNA,NW_005062391.1:263-1036,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC115949456,lnc_RNA,NW_005063562.1:77-882,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949458,lnc_RNA,NW_005065740.1:1-617,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949460,mRNA,NW_005066117.1:21-395,+,-,0,0,-3.321928095,0,0,0.764766653,NA,no,0,0,0
LOC115949464,lnc_RNA,NW_005069283.1:101-441,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949465,mRNA,NW_005069485.1:68-521,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949467,mRNA,NW_005071856.1:46-423,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949468,snRNA,NW_005071907.1:1-52,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949469,mRNA,NW_005072878.1:17-374,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949471,snoRNA,NW_005078452.1:11-224,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949474,lnc_RNA,NW_005054297.1:25518571-25523051,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC115949479,snoRNA,NW_005054302.1:10288012-10288084,+,-,0,0,-3.321928095,0,0,0.909957815,NA,no,0,0,0
LOC115949484,snoRNA,NW_005054302.1:10286658-10286796,+,-,0,0,-3.321928095,0,0,0.954868405,NA,no,0,0,0
LOC115949486,snoRNA,NW_005054302.1:10290912-10291041,+,-,0,0,-3.321928095,0,0,0.980120094,NA,no,0,0,0
LOC115949488,lnc_RNA,NW_005054303.1:7946786-7954858,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949489,lnc_RNA,NW_005054303.1:1518820-1524357,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949494,lnc_RNA,NW_005054303.1:4798283-4802344,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949495,mRNA,NW_005054303.1:1792092-1796115,-,-,0,0,-3.321928095,0,0,0.768868111,NA,no,0,0,0
LOC115949497,lnc_RNA,NW_005054303.1:12735954-12787517,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949498,lnc_RNA,NW_005054297.1:2288009-2302597,+,-,0,0,-3.321928095,0,0,0.980119132,NA,no,0,0,0
LOC115949499,lnc_RNA,NW_005054303.1:1311424-1314429,+,-,0,0,-3.321928095,0,0,0.979881336,NA,no,0,0,0
LOC115949501,lnc_RNA,NW_005054303.1:1928485-1930149,+,-,0,0,-3.321928095,0,0,0.925168094,NA,no,0,0,0
LOC115949505,lnc_RNA,NW_005054303.1:11234146-11235085,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949513,lnc_RNA,NW_005054304.1:9560450-9562824,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949521,mRNA,NW_005054304.1:4042694-4094422,-,-,0,0,-3.321928095,0,0,0.980119132,NA,no,0,0,0
LOC115949522,mRNA,NW_005054304.1:4192031-4284136,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949524,lnc_RNA,NW_005054304.1:6778193-6787340,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949527,lnc_RNA,NW_005054304.1:12598465-12620626,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949529,lnc_RNA,NW_005054304.1:6494635-6520709,+,-,0,0,-3.321928095,0,0,0.925167136,NA,no,0,0,0
LOC115949530,lnc_RNA,NW_005054305.1:10098651-10108930,+,-,0,0,-3.321928095,0,0,0.90995925,NA,no,0,0,0
LOC115949531,lnc_RNA,NW_005054305.1:13739094-13747555,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949533,lnc_RNA,NW_005054305.1:3797018-3823889,-,-,0,0,-3.321928095,0,0,0.958037708,NA,no,0,0,0
LOC115949535,lnc_RNA,NW_005054305.1:2000502-2007697,-,-,0,0,-3.321928095,0,0,0.797282,NA,no,0,0,0
LOC115949538,lnc_RNA,NW_005054305.1:6724050-6731111,+,-,0,0,-3.321928095,0,0,0.980120094,NA,no,0,0,0
LOC115949539,lnc_RNA,NW_005054305.1:2104428-2127746,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949540,lnc_RNA,NW_005054305.1:9367817-9377437,-,-,0,0,-3.321928095,0,0,0.980117689,NA,no,0,0,0
LOC115949541,lnc_RNA,NW_005054305.1:7529713-7539463,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949543,lnc_RNA,NW_005054305.1:3244543-3247198,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949544,snoRNA,NW_005054305.1:10703291-10703354,-,-,0,0,-3.321928095,0,0,0.873807752,NA,no,0,0,0
LOC115949553,lnc_RNA,NW_005054306.1:322907-340415,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949554,lnc_RNA,NW_005054306.1:719837-721176,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949556,lnc_RNA,NW_005054306.1:2489930-2506131,-,-,0,0,-3.321928095,0,0,0.90995638,NA,no,0,0,0
LOC115949557,lnc_RNA,NW_005054306.1:9407484-9419044,+,-,0,0,-3.321928095,0,0,0.925167136,NA,no,0,0,0
LOC115949559,lnc_RNA,NW_005054306.1:5388179-5415235,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949560,lnc_RNA,NW_005054306.1:9276837-9299077,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949561,lnc_RNA,NW_005054306.1:4942299-4947672,+,-,0,0,-3.321928095,0,0,0.980117689,NA,no,0,0,0
LOC115949562,lnc_RNA,NW_005054306.1:5109821-5135990,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949564,lnc_RNA,NW_005054297.1:22730847-22742063,+,-,0,0,-3.321928095,0,0,0.980119132,NA,no,0,0,0
LOC115949565,lnc_RNA,NW_005054306.1:11744886-11747348,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC115949569,lnc_RNA,NW_005054307.1:5258926-5291050,+,-,0,0,-3.321928095,0,0,0.980119132,NA,no,0,0,0
LOC115949572,lnc_RNA,NW_005054307.1:7844-17441,-,-,0,0,-3.321928095,0,0,0.854333691,NA,no,0,0,0
LOC115949573,lnc_RNA,NW_005054307.1:2888173-2894788,-,-,0,0,-3.321928095,0,0,0.870570028,NA,no,0,0,0
LOXHD1,mRNA,NW_005054365.1:2015450-2166071,-,-,0,0,-3.321928095,0,0,0.819943376,NA,no,0,0,0
LOXL1,mRNA,NW_005054596.1:230177-243140,-,-,0,0,-3.321928095,0,0,0.909957815,NA,no,0,0,0
LOXL4,mRNA,NW_005054300.1:6198619-6203935,-,-,0,0,-3.321928095,0,0,0.964838658,NA,no,0,0,0
LPIN3,mRNA,NW_005054337.1:4575951-4588561,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LRFN2,mRNA,NW_005054299.1:10750249-10903050,+,-,0,0,-3.321928095,0,0,0.766706194,NA,no,0,0,0
LRFN5,mRNA,NW_005054303.1:16766420-16769228,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LRIT1,mRNA,NW_005054300.1:18224626-18234516,-,-,0,0,-3.321928095,0,0,0.925167136,NA,no,0,0,0
LRIT2,mRNA,NW_005054300.1:18213321-18218370,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LRRC10,mRNA,NW_005054310.1:5797434-5798830,+,-,0,0,-3.321928095,0,0,0.980119132,NA,no,0,0,0
LRRC14B,mRNA,NW_005054325.1:12076-15105,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LRRC18,mRNA,NW_005054300.1:9842634-9843470,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LRRC2,mRNA,NW_005054427.1:1684722-1750104,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LRRC26,mRNA,NW_005054358.1:810691-812110,+,-,0,0,-3.321928095,0,0,0.801733037,NA,no,0,0,0
LRRC30,mRNA,NW_005054443.1:1030205-1031233,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LRRC32,mRNA,NW_005054444.1:739051-752416,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LRRC38,mRNA,NW_005054446.1:1017593-1033387,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LRRC3B,mRNA,NW_005054351.1:2232797-2268310,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LRRC4C,mRNA,NW_005054312.1:5955419-6046306,+,-,0,0,-3.321928095,0,0,0.766706194,NA,no,0,0,0
LRRC52,mRNA,NW_005054696.1:5261-8075,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LRRC7,mRNA,NW_005054555.1:717446-740501,-,-,0,0,-3.321928095,0,0,0.925167136,NA,no,0,0,0
LRRC72,mRNA,NW_005054307.1:1137844-1156282,-,-,0,0,-3.321928095,0,0,0.909955424,NA,no,0,0,0
LRRC75B,mRNA,NW_005054483.1:884553-901567,+,-,0,0,-3.321928095,0,0,0.925168573,NA,no,0,0,0
LRRN3,mRNA,NW_005054411.1:1504972-1537358,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LRRN4,mRNA,NW_005054341.1:1941141-1949981,+,-,0,0,-3.321928095,0,0,0.819482365,NA,no,0,0,0
LRRTM1,mRNA,NW_005054452.1:375823-379571,+,-,0,0,-3.321928095,0,0,0.825298271,NA,no,0,0,0
LRRTM2,mRNA,NW_005054494.1:1107571-1115058,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LRTM1,mRNA,NW_005054339.1:4045408-4062262,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LUM,mRNA,NW_005054331.1:2499696-2510428,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LYPD6B,mRNA,NW_005054298.1:327340-369444,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
MAB21L1,mRNA,NW_005054412.1:578163-580259,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
MACC1,mRNA,NW_005054333.1:6194520-6228305,+,-,0,0,-3.321928095,0,0,0.980119132,NA,no,0,0,0
MAEL,mRNA,NW_005054338.1:2599365-2610616,-,-,0,0,-3.321928095,0,0,0.978884251,NA,no,0,0,0
MALRD1,mRNA,NW_005054307.1:10803949-11075359,+,-,0,0,-3.321928095,0,0,0.827472183,NA,no,0,0,0
MANSC4,mRNA,NW_005054326.1:3569375-3573177,-,-,0,0,-3.321928095,0,0,0.793213647,NA,no,0,0,0
MAP1B,mRNA,NW_005054462.1:1286959-1353371,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
MAP3K7CL,mRNA,NW_005054571.1:569266-600937,-,-,0,0,-3.321928095,0,0,0.964835773,NA,no,0,0,0
MAP6,mRNA,NW_005054397.1:788291-788677,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
MAP9,mRNA,NW_005054297.1:28592945-28610046,+,-,0,0,-3.321928095,0,0,0.980119132,NA,no,0,0,0
MARCHF11,mRNA,NW_005054340.1:2731573-2764415,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
MARCHF4,mRNA,NW_005054298.1:12733585-12762820,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
MASP1,mRNA,NW_005054309.1:2349947-2372287,+,-,0,0,-3.321928095,0,0,0.980119132,NA,no,0,0,0
MATN1,mRNA,NW_005054428.1:908837-927555,-,-,0,0,-3.321928095,0,0,0.855504394,NA,no,0,0,0
MATN2,mRNA,NW_005054353.1:374936-431091,+,-,0,0,-3.321928095,0,0,0.975243002,NA,no,0,0,0
MATN4,mRNA,NW_005054337.1:4313133-4321050,-,-,0,0,-3.321928095,0,0,0.78298656,NA,no,0,0,0
MB,mRNA,NW_005054334.1:2218385-2221951,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
MC2R,mRNA,NW_005054350.1:3040516-3050488,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
MC3R,mRNA,NW_005054356.1:2547899-2548876,-,-,0,0,-3.321928095,0,0,0.925167615,NA,no,0,0,0
MC4R,mRNA,NW_005054359.1:1230256-1231970,-,-,0,0,-3.321928095,0,0,0.925167136,NA,no,0,0,0
MCTP1,mRNA,NW_005054352.1:2805648-2959027,-,-,0,0,-3.321928095,0,0,0.827472784,NA,no,0,0,0
MDFI,mRNA,NW_005054512.1:928474-935045,+,-,0,0,-3.321928095,0,0,0.827471713,NA,no,0,0,0
MDFIC2,mRNA,NW_005054317.1:1897486-1939544,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
MDGA2,mRNA,NW_005054303.1:15590318-15738318,+,-,0,0,-3.321928095,0,0,0.925168573,NA,no,0,0,0
ME3,mRNA,NW_005054302.1:13182573-13268378,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
MEGF10,mRNA,NW_005054670.1:13685-80682,-,-,0,0,-3.321928095,0,0,0.824244354,NA,no,0,0,0
MEOX1,mRNA,NW_005054559.1:272667-278055,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
MEP1A,mRNA,NW_005054306.1:2309958-2323383,-,-,0,0,-3.321928095,0,0,0.895242664,NA,no,0,0,0
MEPE,mRNA,NW_005054304.1:628197-632145,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
MET,mRNA,NW_005054324.1:1301670-1369612,+,-,0,0,-3.321928095,0,0,0.90995638,NA,no,0,0,0
METRN,mRNA,NW_005054383.1:1596117-1596471,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
METTL11B,mRNA,NW_005054421.1:1885970-1906342,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
