GeneID,gene_type,locus,strand,sex-linked,avg IFOR,avg UFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
ITGB8,mRNA,NW_005054333.1:6098124-6131747,-,-,0,0,-3.321928095,0,0,0.882799053,NA,no,0,0,0
ITGBL1,mRNA,NW_005054363.1:3654548-3725451,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
ITIH2,mRNA,NW_005054564.1:616491-642643,-,-,0,0,-3.321928095,0,0,0.819565926,NA,no,0,0,0
JHY,mRNA,NW_005054510.1:645883-667096,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
KBTBD13,mRNA,NW_005054366.1:1303851-1305253,-,-,0,0,-3.321928095,0,0,0.941027692,NA,no,0,0,0
KCNA10,mRNA,NW_005054425.1:2140507-2142053,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
KCNA2,mRNA,NW_005054425.1:2194055-2196915,-,-,0,0,-3.321928095,0,0,0.956501341,NA,no,0,0,0
KCNA4,mRNA,NW_005054429.1:874964-880601,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
KCNB1,mRNA,NW_005054356.1:4235622-4329267,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
KCNB2,mRNA,NW_005054346.1:283144-447758,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
KCNC1,mRNA,NW_005054410.1:2527492-2633075,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
KCNC2,mRNA,NW_005054310.1:3673406-3775188,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
KCNC4,mRNA,NW_005054425.1:2015529-2040570,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
KCND2,mRNA,NW_005054324.1:2594265-2879436,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
KCND3,mRNA,NW_005054566.1:182551-266516,-,-,0,0,-3.321928095,0,0,0.901669061,NA,no,0,0,0
KCNE2,mRNA,NW_005054454.1:875306-877827,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
KCNE4,mRNA,NW_005054371.1:396120-411975,+,-,0,0,-3.321928095,0,0,0.847306376,NA,no,0,0,0
KCNF1,mRNA,NW_005054318.1:6111868-6114322,-,-,0,0,-3.321928095,0,0,0.988461124,NA,no,0,0,0
KCNG1,mRNA,NW_005054356.1:3720099-3726975,+,-,0,0,-3.321928095,0,0,0.793659087,NA,no,0,0,0
KCNG3,mRNA,NW_005054299.1:6212814-6224332,-,-,0,0,-3.321928095,0,0,0.933478469,NA,no,0,0,0
KCNG4,mRNA,NW_005054373.1:220234-234771,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
KCNH1,mRNA,NW_005054299.1:4588201-4751062,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
KCNH5,mRNA,NW_005054303.1:10273493-10413543,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
KCNH6,mRNA,NW_005054584.1:348904-369203,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
KCNH7,mRNA,NW_005054298.1:15458958-15666298,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
KCNH8,mRNA,NW_005054333.1:234994-411606,-,-,0,0,-3.321928095,0,0,0.839437157,NA,no,0,0,0
KCNJ1,mRNA,NW_005054459.1:811920-829897,+,-,0,0,-3.321928095,0,0,0.862889339,NA,no,0,0,0
KCNJ11,mRNA,NW_005054410.1:2163515-2166285,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
KCNJ13,mRNA,NW_005054609.1:388400-396992,+,-,0,0,-3.321928095,0,0,0.736620327,NA,no,0,0,0
KCNJ15,mRNA,NW_005054572.1:74668-81306,+,-,0,0,-3.321928095,0,0,0.933478948,NA,no,0,0,0
KCNJ3,mRNA,NW_005054585.1:8762-39603,-,-,0,0,-3.321928095,0,0,0.938416961,NA,no,0,0,0
KCNJ8,mRNA,NW_005054574.1:382218-389316,-,-,0,0,-3.321928095,0,0,0.988462087,NA,no,0,0,0
KCNK12,mRNA,NW_005054671.1:135578-146649,-,-,0,0,-3.321928095,0,0,0.890235885,NA,no,0,0,0
KCNK18,mRNA,NW_005054495.1:1173123-1177603,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
KCNK2,mRNA,NW_005054299.1:2986589-3116680,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
KCNK9,mRNA,NW_005054419.1:2069872-2159229,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
KCNQ3,mRNA,NW_005054394.1:302954-496687,-,-,0,0,-3.321928095,0,0,0.933478948,NA,no,0,0,0
KCNQ4,mRNA,NW_005054478.1:1171614-1195222,+,-,0,0,-3.321928095,0,0,0.788539475,NA,no,0,0,0
KCNS2,mRNA,NW_005054353.1:620627-622460,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
KCNS3,mRNA,NW_005054318.1:2764216-2766230,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
KCNV1,mRNA,NW_005054616.1:257345-268490,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
KCNV2,mRNA,NW_005054462.1:118882-124063,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
KCTD14,mRNA,NW_005054444.1:20209-23697,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
KCTD16,mRNA,NW_005054308.1:11937151-11992451,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
KCTD18,mRNA,NW_005054298.1:25311971-25317404,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
KCTD4,mRNA,NW_005054322.1:3083201-3084683,-,-,0,0,-3.321928095,0,0,0.925178659,NA,no,0,0,0
KCTD8,mRNA,NW_005054297.1:11125247-11217391,-,-,0,0,-3.321928095,0,0,0.793657691,NA,no,0,0,0
KERA,mRNA,NW_005054331.1:2481690-2491002,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
KHDRBS2,mRNA,NW_005054332.1:3748890-3995744,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
KIAA1211L,mRNA,NW_005054315.1:8715338-8758277,+,-,0,0,-3.321928095,0,0,0.847305903,NA,no,0,0,0
KIAA1324L,mRNA,NW_005054409.1:1656124-1721155,+,-,0,0,-3.321928095,0,0,0.901669539,NA,no,0,0,0
KIF6,mRNA,NW_005054299.1:11471220-11621407,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
KIRREL3,mRNA,NW_005054541.1:633326-751993,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
KITLG,mRNA,NW_005054331.1:1520666-1642180,-,-,0,0,-3.321928095,0,0,0.924918598,NA,no,0,0,0
KL,mRNA,NW_005054412.1:1589202-1629249,-,-,0,0,-3.321928095,0,0,0.901670972,NA,no,0,0,0
KLHDC7A,mRNA,NW_005054475.1:1142800-1147153,+,-,0,0,-3.321928095,0,0,0.793659087,NA,no,0,0,0
KLHDC8A,mRNA,NW_005054827.1:10090-14200,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
KLHL1,mRNA,NW_005054327.1:6534837-6658503,+,-,0,0,-3.321928095,0,0,0.901670972,NA,no,0,0,0
KLHL34,mRNA,NW_005054375.1:584931-586825,-,-,0,0,-3.321928095,0,0,0.93347655,NA,no,0,0,0
KLHL40,mRNA,NW_005054474.1:662178-673357,-,-,0,0,-3.321928095,0,0,0.847304958,NA,no,0,0,0
KPNA7,mRNA,NW_005054319.1:268453-274665,+,-,0,0,-3.321928095,0,0,0.988462568,NA,no,0,0,0
KY,mRNA,NW_005054380.1:610204-627871,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LACTBL1,mRNA,NW_005054473.1:616113-632662,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LAMA1,mRNA,NW_005054443.1:907747-1006309,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LAMA2,mRNA,NW_005054306.1:11927014-12181329,+,-,0,0,-3.321928095,0,0,0.988463223,NA,no,0,0,0
LAMC3,mRNA,NW_005054329.1:4619499-4643253,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LANCL3,mRNA,NW_005054374.1:1691674-1725342,+,-,0,0,-3.321928095,0,0,0.988463964,NA,no,0,0,0
LCA5L,mRNA,NW_005054572.1:577244-588868,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LCTL,mRNA,NW_005054366.1:2097021-2106119,-,-,0,0,-3.321928095,0,0,0.883301578,NA,no,0,0,0
LGR5,mRNA,NW_005054310.1:4987503-5045826,-,-,0,0,-3.321928095,0,0,0.943540996,NA,no,0,0,0
LGR6,mRNA,NW_005054425.1:1201278-1375307,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LGSN,mRNA,NW_005054332.1:3329513-3350600,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LHFPL3,mRNA,NW_005054354.1:2754017-2986624,-,-,0,0,-3.321928095,0,0,0.987922412,NA,no,0,0,0
LHX1,mRNA,NW_005054368.1:1414979-1420491,-,-,0,0,-3.321928095,0,0,0.901669061,NA,no,0,0,0
LHX2,mRNA,NW_005054329.1:1162258-1195987,-,-,0,0,-3.321928095,0,0,0.988461606,NA,no,0,0,0
LHX5,mRNA,NW_005054330.1:5474756-5481558,+,-,0,0,-3.321928095,0,0,0.719143266,NA,no,0,0,0
LHX9,mRNA,NW_005054357.1:2025493-2043862,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LIN28A,mRNA,NW_005054436.1:608666-615734,-,-,0,0,-3.321928095,0,0,0.987100224,NA,no,0,0,0
LIN7A,mRNA,NW_005054310.1:1344078-1372344,+,-,0,0,-3.321928095,0,0,0.988461606,NA,no,0,0,0
LINGO2,mRNA,NW_005054379.1:2424664-2741732,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LIPC,mRNA,NW_005054313.1:7033801-7048446,+,-,0,0,-3.321928095,0,0,0.988463049,NA,no,0,0,0
LITAFD,mRNA,NW_005054319.1:8241713-8245816,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LMCD1,mRNA,NW_005054420.1:1826347-1836350,+,-,0,0,-3.321928095,0,0,0.887186722,NA,no,0,0,0
LMO3,mRNA,NW_005054384.1:1989442-2126629,-,-,0,0,-3.321928095,0,0,0.793657059,NA,no,0,0,0
LMOD2,mRNA,NW_005054324.1:4068479-4074709,+,-,0,0,-3.321928095,0,0,0.988461606,NA,no,0,0,0
LMOD3,mRNA,NW_005054317.1:2310244-2316690,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LNX1,mRNA,NW_005054297.1:13339002-13413680,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102031417,lnc_RNA,NW_005054556.1:149147-156286,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102031424,mRNA,NW_005055221.1:6-2041,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102031426,mRNA,NW_005054298.1:8197053-8375531,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102031438,mRNA,NW_005054319.1:1583058-1584386,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102031458,mRNA,NW_005054374.1:142208-581114,-,-,0,0,-3.321928095,0,0,0.90166766,NA,no,0,0,0
LOC102031485,mRNA,NW_005054302.1:7076061-7083036,+,-,0,0,-3.321928095,0,0,0.826545707,NA,no,0,0,0
LOC102031494,mRNA,NW_005054312.1:9741492-9782481,+,-,0,0,-3.321928095,0,0,0.988462568,NA,no,0,0,0
LOC102031502,mRNA,NW_005054342.1:57128-62319,-,-,0,0,-3.321928095,0,0,0.878811475,NA,no,0,0,0
LOC102031523,mRNA,NW_005054610.1:396911-400781,-,-,0,0,-3.321928095,0,0,0.988463433,NA,no,0,0,0
LOC102031536,lnc_RNA,NW_005054303.1:5641624-5646403,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102031600,mRNA,NW_005054312.1:1894289-1917438,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102031683,pseudogene,NW_005054499.1:1141408-1141965,-,-,0,0,-3.321928095,0,0,0.901670972,NA,no,0,0,0
LOC102031690,mRNA,NW_005054610.1:389002-392614,-,-,0,0,-3.321928095,0,0,0.901670972,NA,no,0,0,0
LOC102031693,mRNA,NW_005054714.1:53309-72846,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102031744,mRNA,NW_005054472.1:964727-973138,+,-,0,0,-3.321928095,0,0,0.988461124,NA,no,0,0,0
LOC102031813,mRNA,NW_005055759.1:23-4467,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102031831,mRNA,NW_005054320.1:2583236-2586008,+,-,0,0,-3.321928095,0,0,0.988461606,NA,no,0,0,0
LOC102031844,mRNA,NW_005054388.1:976495-1326638,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102031906,mRNA,NW_005054446.1:1054840-1071084,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102031914,mRNA,NW_005054532.1:731061-748157,+,-,0,0,-3.321928095,0,0,0.878810999,NA,no,0,0,0
LOC102031923,pseudogene,NW_005055227.1:24-1624,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102031929,mRNA,NW_005054305.1:10521805-10540969,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102031982,mRNA,NW_005058448.1:242-1500,+,-,0,0,-3.321928095,0,0,0.901670972,NA,no,0,0,0
LOC102032017,mRNA,NW_005054399.1:2562996-2568467,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032019,mRNA,NW_005054402.1:315856-316851,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102032024,mRNA,NW_005054459.1:341243-347808,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032030,mRNA,NW_005054605.1:1170-4963,-,-,0,0,-3.321928095,0,0,0.933477989,NA,no,0,0,0
LOC102032041,mRNA,NW_005054300.1:8434839-8436165,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032067,lnc_RNA,NW_005054363.1:180999-183129,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032078,mRNA,NW_005054446.1:1073309-1078171,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032104,mRNA,NW_005054323.1:3173396-3189980,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032130,mRNA,NW_005054437.1:791333-802944,+,-,0,0,-3.321928095,0,0,0.988460162,NA,no,0,0,0
LOC102032172,mRNA,NW_005054359.1:121984-139906,+,-,0,0,-3.321928095,0,0,0.847306376,NA,no,0,0,0
LOC102032185,mRNA,NW_005054459.1:352479-363134,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032233,mRNA,NW_005054421.1:1679201-1687844,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102032238,mRNA,NW_005054446.1:1084895-1090958,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032251,mRNA,NW_005054914.1:28879-34814,-,-,0,0,-3.321928095,0,0,0.7195721,NA,no,0,0,0
LOC102032254,mRNA,NW_005054299.1:980970-991454,-,-,0,0,-3.321928095,0,0,0.847304958,NA,no,0,0,0
LOC102032313,mRNA,NW_005058504.1:89-1787,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032377,mRNA,NW_005054319.1:4018691-4025135,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032385,mRNA,NW_005054344.1:4890428-4933366,+,-,0,0,-3.321928095,0,0,0.764537906,NA,no,0,0,0
LOC102032415,mRNA,NW_005054915.1:8-11367,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102032420,mRNA,NW_005054299.1:995014-1001263,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032434,mRNA,NW_005054323.1:3421407-3421964,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032453,mRNA,NW_005054381.1:8153-10562,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032457,mRNA,NW_005054398.1:1765226-1770420,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102032509,mRNA,NW_005054365.1:1720587-1736880,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032510,mRNA,NW_005054370.1:2591600-2593260,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032521,mRNA,NW_005054538.1:720503-830558,+,-,0,0,-3.321928095,0,0,0.689933722,NA,no,0,0,0
LOC102032543,mRNA,NW_005054319.1:4029361-4031675,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032612,mRNA,NW_005054368.1:1716410-1717448,-,-,0,0,-3.321928095,0,0,0.782122416,NA,no,0,0,0
LOC102032617,mRNA,NW_005054381.1:20864-28170,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102032638,mRNA,NW_005054584.1:413239-415735,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032664,mRNA,NW_005054322.1:6623970-6665326,-,-,0,0,-3.321928095,0,0,0.988462568,NA,no,0,0,0
LOC102032710,mRNA,NW_005054319.1:4038699-4042249,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032749,mRNA,NW_005054735.1:83928-111785,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032763,mRNA,NW_005054309.1:10894504-10900310,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102032779,mRNA,NW_005054345.1:3997508-4006810,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102032780,mRNA,NW_005054347.1:3906432-3917592,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032813,mRNA,NW_005058662.1:992-1796,-,-,0,0,-3.321928095,0,0,0.901670972,NA,no,0,0,0
LOC102032823,lnc_RNA,NW_005054306.1:352993-355453,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032839,mRNA,NW_005054361.1:3114351-3128311,-,-,0,0,-3.321928095,0,0,0.988461124,NA,no,0,0,0
LOC102032853,mRNA,NW_005054495.1:885235-901662,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032860,pseudogene,NW_005054610.1:262548-268085,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032875,lnc_RNA,NW_005054313.1:8940824-8947160,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032890,mRNA,NW_005054356.1:31138-37333,-,-,0,0,-3.321928095,0,0,0.988461124,NA,no,0,0,0
LOC102032898,mRNA,NW_005054405.1:393222-394273,+,-,0,0,-3.321928095,0,0,0.905780793,NA,no,0,0,0
LOC102032920,mRNA,NW_005055874.1:4202-5761,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102032927,mRNA,NW_005054304.1:11874950-11913875,-,-,0,0,-3.321928095,0,0,0.92819486,NA,no,0,0,0
LOC102032988,mRNA,NW_005054306.1:2058476-2063695,-,-,0,0,-3.321928095,0,0,0.96251921,NA,no,0,0,0
LOC102033019,mRNA,NW_005054495.1:904875-916027,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102033021,mRNA,NW_005054540.1:4133-396045,+,-,0,0,-3.321928095,0,0,0.807825366,NA,no,0,0,0
LOC102033026,mRNA,NW_005054610.1:237971-251258,+,-,0,0,-3.321928095,0,0,0.933478469,NA,no,0,0,0
LOC102033029,lnc_RNA,NW_005054717.1:62526-62896,+,-,0,0,-3.321928095,0,0,0.901670494,NA,no,0,0,0
LOC102033041,mRNA,NW_005054314.1:8434675-8437446,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033055,mRNA,NW_005054356.1:36383-36688,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033056,lnc_RNA,NW_005054357.1:336671-389512,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102033081,pseudogene,NW_005054919.1:11432-17947,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033101,mRNA,NW_005054319.1:3134269-3138120,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033118,mRNA,NW_005054370.1:759067-763624,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033170,mRNA,NW_005054384.1:929429-936281,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102033200,mRNA,NW_005054314.1:8468813-8547488,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033201,mRNA,NW_005054315.1:5442147-5517147,-,-,0,0,-3.321928095,0,0,0.988461124,NA,no,0,0,0
LOC102033284,mRNA,NW_005054377.1:794474-803645,+,-,0,0,-3.321928095,0,0,0.933478948,NA,no,0,0,0
LOC102033294,pseudogene,NW_005054459.1:51695-53224,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033313,mRNA,NW_005054301.1:19013988-19023801,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102033358,mRNA,NW_005054610.1:304625-309942,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102033371,mRNA,NW_005054314.1:8549244-8617557,-,-,0,0,-3.321928095,0,0,0.933477989,NA,no,0,0,0
LOC102033380,mRNA,NW_005054342.1:2671024-2687983,+,-,0,0,-3.321928095,0,0,0.901671927,NA,no,0,0,0
LOC102033391,mRNA,NW_005054405.1:2440407-2453745,+,-,0,0,-3.321928095,0,0,0.988462087,NA,no,0,0,0
LOC102033394,mRNA,NW_005054421.1:2119217-2166425,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102033420,mRNA,NW_005054305.1:10858495-10868164,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033427,lnc_RNA,NW_005054313.1:2100979-2104672,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102033449,mRNA,NW_005054377.1:864655-869267,-,-,0,0,-3.321928095,0,0,0.854358768,NA,no,0,0,0
LOC102033526,mRNA,NW_005054610.1:314799-321131,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033535,mRNA,NW_005054302.1:10226764-10234823,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033540,mRNA,NW_005054314.1:8662595-8741461,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102033556,mRNA,NW_005054372.1:138565-147543,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033620,mRNA,NW_005054381.1:2787967-2794907,-,-,0,0,-3.321928095,0,0,0.947082571,NA,no,0,0,0
LOC102033629,mRNA,NW_005054459.1:92474-93410,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033636,mRNA,NW_005054550.1:429185-430310,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033649,mRNA,NW_005054299.1:11628499-11636889,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033713,mRNA,NW_005054314.1:8917664-8919289,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102033761,mRNA,NW_005054306.1:1311056-1488166,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102033769,mRNA,NW_005054320.1:2649704-2655652,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102033777,mRNA,NW_005054337.1:1769366-1770752,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033800,lnc_RNA,NW_005054465.1:699753-756134,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033802,mRNA,NW_005054475.1:213685-218863,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033816,mRNA,NW_005060188.1:4-1376,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102033869,mRNA,NW_005054610.1:368808-375920,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033883,mRNA,NW_005054315.1:7112429-7145772,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033890,mRNA,NW_005054343.1:4315380-4320932,-,-,0,0,-3.321928095,0,0,0.847305431,NA,no,0,0,0
LOC102033901,mRNA,NW_005054425.1:163615-166079,+,-,0,0,-3.321928095,0,0,0.749753824,NA,no,0,0,0
LOC102033949,lnc_RNA,NW_005054361.1:3935542-3940225,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033957,mRNA,NW_005054386.1:1759267-1773049,+,-,0,0,-3.321928095,0,0,0.847305903,NA,no,0,0,0
LOC102033964,pseudogene,NW_005054459.1:130954-131884,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033965,mRNA,NW_005054465.1:1060267-1075412,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033982,mRNA,NW_005060320.1:146-1208,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102033992,lnc_RNA,NW_005054309.1:4724224-4754750,-,-,0,0,-3.321928095,0,0,0.836314007,NA,no,0,0,0
LOC102034045,mRNA,NW_005054302.1:10209114-10219894,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102034082,mRNA,NW_005054641.1:214522-216029,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102034124,mRNA,NW_005054377.1:2031838-2035170,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102034125,mRNA,NW_005054381.1:3058102-3064275,+,-,0,0,-3.321928095,0,0,0.988460643,NA,no,0,0,0
LOC102034143,mRNA,NW_005054578.1:344935-345979,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102034154,mRNA,NW_005054300.1:9152914-9161896,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102034191,mRNA,NW_005054449.1:1030989-1032754,+,-,0,0,-3.321928095,0,0,0.933478948,NA,no,0,0,0
LOC102034226,mRNA,NW_005054339.1:3014023-3015252,-,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102034261,mRNA,NW_005055975.1:310-4554,+,-,0,0,-3.321928095,0,0,0.93347703,NA,no,0,0,0
LOC102034365,mRNA,NW_005054500.1:624177-637793,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102034420,mRNA,NW_005054430.1:1851839-1856351,+,-,0,0,-3.321928095,0,0,0.818222813,NA,no,0,0,0
LOC102034447,mRNA,NW_005054320.1:5106126-5133980,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102034480,mRNA,NW_005054495.1:866983-878637,+,-,0,0,-3.321928095,0,0,1,NA,no,0,0,0
LOC102034493,mRNA,NW_005061213.1:25-1192,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102034518,mRNA,NW_005054354.1:961418-1018195,-,-,0,0,-3.321928095,0,0,0.76668514,NA,no,0,0,0
LOC102034591,mRNA,NW_005054430.1:1856387-1859172,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102034602,mRNA,NW_005054799.1:1803-36800,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
LOC102034651,mRNA,NW_005054684.1:63012-79729,+,-,0,0,-3.321928095,0,0,0.725245153,NA,no,0,0,0
